"export-world data (NetLogo 3.1pre1)"
"Pac-Man Level Editor.nlogo"
"10/31/2005 13:21:26:816 -0600"

"RANDOM STATE"
"0 0 -1727483681 551 0.0 false -1182233586 1983609137 681704877 -98392458 -1705919337 2127468017 465050249 -187165172 -1529894215 1944028413 649850262 -1335618453 98837953 1608605778 -1858720190 1155638702 -17749519 -1629238014 408117436 -271585825 -2141538129 -924979369 -1957205673 -958112701 -2019698701 786727624 -1329603564 938250627 2011176753 31549514 2133267417 170440611 305468752 -2031922933 -1091855472 -1871022014 1166512687 1957615751 -1359324166 -895582891 248859769 995930282 -1479177702 143335060 -625666476 672077393 -43197133 -1274032650 838260636 635021397 2027551255 -18333302 556055540 -361051218 1909174088 -403064664 664543314 -767121301 58900199 -656842894 1392643725 445708305 960049011 -1117522238 -963893986 -1589878781 1981125838 875569490 -1934570579 -1256755752 1772615951 -1825209375 -692391064 -2098107281 2054044545 772625123 -1818867716 -1237395944 2033720517 -532757045 -1129596884 -1973048784 -1781066514 460354012 -977058775 -1268207421 -924679047 716461363 402693523 -1954534831 1814821157 -1195136327 -503886817 744543091 2091402903 -308416585 1026732674 -1010045955 2068213321 -1591170247 -478415610 584926971 -2077186459 627571141 -24617590 1844414836 1227063495 -1898721213 -625054575 -1710382537 -1123995518 -1963848194 -1970320778 -549215570 -1163511807 -1246484160 300100063 -1936691167 1783023543 -322488007 -1053961329 -605597697 1707831121 -1301023888 1732142372 -1507215357 1976526746 -1128078323 -282283846 -1445163405 -1792579239 -507028339 1052060079 842107784 526631052 -1142383183 -1479823666 676316317 94005896 2083092464 965547880 1267105147 1973916507 -780796 -144722948 1607809007 416216663 458982954 -1653847986 -908425025 -2105315070 -1258336482 -1835609902 -1031087186 210974267 -1475189231 1376807297 -1567191414 155342837 -109622595 624302108 1644637236 1874344194 -1171591956 1399723165 1106318147 1924440337 -1249482085 1990364311 -1600904685 -1468098861 -652903476 -613445942 -1118203998 1472701535 -924507164 -60376741 -1419789509 -1853212546 53853770 580261313 -882652820 80560540 -367778083 -1360212621 -1065912449 1565502807 -1356381373 -1857715272 1965157825 -1969597216 -702351141 1908144969 -1428975498 -752183425 1345528606 -1888488957 868201652 1859308198 1390778786 -629593080 2125782679 1999819914 -101472331 54270428 425686075 -1926920203 -1669449762 -1193208557 -982236408 -672777636 1638647918 1559805209 -828752129 -595261765 70461562 538464462 -44922394 -866504262 -762636998 -1433077207 1615089926 -98102766 2104252218 -1747345057 -1712422158 -1575681099 764892228 208188439 -1581180976 -60499370 -1699408111 -645689359 1347934149 -563739433 -1782247301 880809569 1325652801 -1065210257 498176955 874070988 -1246323366 -2197444 134684421 1503628282 -2127737970 -2121655079 -755189335 -703292249 2075069829 1438368959 -2009328276 1065523301 -720168846 1675940962 846359541 -1961707992 2008032064 -891310777 -92056590 2127419176 -32301151 -1779786282 -171749364 186858784 2145974540 306673389 1283116436 -983850605 -824389615 1400943368 1306754128 -1898986739 -1967670167 -978814791 -1803154880 -443679144 2133211609 116927018 49853117 -2123897198 494425133 -2052844626 1648787180 763008343 -1410238367 -1318142909 885060653 -1974556662 -1704307856 218999909 1426879589 1697598073 -1287525380 -687407906 1625453681 -776397144 -1848953853 870108160 -1198272089 -1569309249 1697284829 -572304901 1676899023 -1408682419 1419653508 -1583241857 -315682249 1275112859 1922995074 -283099314 538874348 1308669016 1698884544 1151822125 -2032999723 130614857 1779700990 -326053363 -2113147187 -559992022 1930348145 1905717614 1561889535 -460092151 1205567873 -1708744089 -172266890 -1814444836 1655988077 1727274625 222407364 264190135 848266706 -987262429 1125295845 453719002 -2097141748 1789467047 2043302816 719083226 211264486 200369164 -1941549248 -1048241079 -1071376882 -1497732232 1148623834 -1839711824 367443579 -1107541820 1802932134 -1071417171 -896552985 -656400325 802032556 1480852328 1988196113 -873767915 800933835 527519794 -497459200 608720939 -1908439787 -70009200 370664540 -1263191658 -1283503971 755289575 1163485703 -60591169 95667890 -107169854 936906143 1575065501 1772281152 -79776081 1157366402 -246086174 -1211044178 -2031767705 -783381601 -617022820 -2050166931 1306993936 1410332030 758530651 285755384 -254849970 1451257047 -1677493607 1541410028 -607335389 1523473920 -491621212 -636040235 62726625 1542469758 1911144269 1412170891 -239046368 -294818212 -546816538 262386017 547388023 -1677609516 1941722905 263176537 -1953183274 -951176646 -360269107 864703864 -1126339510 340991957 -1692489758 1281777238 165365259 1493296614 -664349677 670859004 1771266783 2057351763 -1001243495 250972066 874547405 -283041486 1589169782 629968316 600661402 84009237 -1972671331 576693839 39391935 342500664 -955188294 20269039 1413992957 1346267601 1306330703 -581472358 -795569887 231851625 1465846878 -1932678017 -861734212 414891024 2005357211 1096482978 -1462991715 732033624 -796338445 -823497175 1737250677 -1462595509 578053118 534952591 -1082809062 -956717213 -58250494 -510003587 1224388510 -2071681368 -746925774 -212781178 -1218126318 1572426672 -1244547565 839493497 -1431604643 -123108403 -860144301 -1420054418 -1237424366 179514512 2086978996 -851091387 -456327911 -1118418795 -1370363283 1952340561 -1595294635 -467209118 -1111356602 -693323514 747295880 1929047587 2092285845 149320840 2070965206 -1365165965 -633858634 -1337014439 -2147257172 208994190 -1320786272 1344944991 948137952 717497326 -1981903894 1908139930 504618973 922046711 643629548 1895013969 553673343 -173348246 860623915 1962207138 1947869241 -487198253 1736204370 -1764156868 -2024217109 1306817382 2090758421 -1993162792 1780394379 1694858165 -1319095455 -136767000 -1832846969 -1593456591 -1578186750 591568614 1030299266 -219513565 -1759160873 1642292829 -336072928 1794374768 695117589 25474427 933477559 822306070 623976689 1053399504 -657099282 1959494519 -713947945 919237898 -35518824 -42123069 -865437694 -29993784 2002720628 1887148984 -1345859519 26562381 151433519 -1983129468 -946187235 -1361802020 1413050379 -1114983998 716863608 1058039783 550763894 -616050952 -1699001635 -1683611050 1538962903 -1936018827 2042017475 1057583983 675789038 2001545028 458311344 1927273845 -954008199 115367533 1020939478 -1276290432 734431551 1143626083 -2129924755 1484809973 -1526323332 -1937281260 1313792603 -380075794 -178611113 -1803958520 1218265944 18100304 304082147 -1349756058 -692717793 -326488661 -368674142 1450959003 -1171853079 1879858012 1441382501 -658887922 -1748284629 964301106 -2098083305 -838427393 -1614677242 -670086553 -951217882 -2121624459 -318464308 974805271 -548575227 1851497724 -185370560 948580531 388758766 475429987 2134934107 755028385 1901035398 -125163025 929761768 1308785886 1433916061 -1555037373 1970901571 -1264200619 2007775626 311783262 -1583120104 1601791974"

"GLOBALS"
"min-pxcor","max-pxcor","min-pycor","max-pycor","perspective","subject","dead?","difficulty","extra-lives","level","level-over?","lives","next-bonus-in","scared","score","tool","which-ghost"
"-10","10","-10","10","0","nobody","false","0","0","3","false","3","0","0","0","""Eraser""","1"

"TURTLES"
"who","color","heading","xcor","ycor","shape","label","label-color","breed","hidden?","size","pen-size","pen-mode","home-pos","eaten?","powerup?","value","countdown"
"0","45.0","0.0","0.0","-6.0","""pacman""","","9.9999","{breed pacmans}","false","1.0","1.0","""up""","[0.0 -6.0]",,,,
"5","9.9999","0.0","-9.0","9.0","""circle""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"true",,
"6","9.9999","0.0","-8.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"7","9.9999","0.0","-7.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"8","9.9999","0.0","-6.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"9","9.9999","0.0","-5.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"10","9.9999","0.0","-4.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"11","9.9999","0.0","-3.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"12","9.9999","0.0","-1.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"13","9.9999","0.0","0.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"14","9.9999","0.0","1.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"15","9.9999","0.0","3.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"16","9.9999","0.0","4.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"17","9.9999","0.0","5.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"18","9.9999","0.0","6.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"19","9.9999","0.0","7.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"20","9.9999","0.0","8.0","9.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"21","9.9999","0.0","9.0","9.0","""circle""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"true",,
"22","9.9999","0.0","-9.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"23","9.9999","0.0","-5.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"24","9.9999","0.0","-3.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"25","9.9999","0.0","-2.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"26","9.9999","0.0","-1.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"27","9.9999","0.0","1.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"28","9.9999","0.0","2.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"29","9.9999","0.0","3.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"30","9.9999","0.0","5.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"31","9.9999","0.0","9.0","8.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"32","9.9999","0.0","-9.0","7.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"33","9.9999","0.0","-5.0","7.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"34","9.9999","0.0","-3.0","7.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"35","9.9999","0.0","3.0","7.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"36","9.9999","0.0","5.0","7.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"37","9.9999","0.0","9.0","7.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"38","9.9999","0.0","-9.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"39","9.9999","0.0","-8.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"40","9.9999","0.0","-7.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"41","9.9999","0.0","-6.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"42","9.9999","0.0","-5.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"43","9.9999","0.0","-3.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"44","9.9999","0.0","-2.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"45","9.9999","0.0","-1.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"46","9.9999","0.0","0.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"47","9.9999","0.0","1.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"48","9.9999","0.0","2.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"49","9.9999","0.0","3.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"50","9.9999","0.0","5.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"51","9.9999","0.0","6.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"52","9.9999","0.0","7.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"53","9.9999","0.0","8.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"54","9.9999","0.0","9.0","6.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"55","9.9999","0.0","-7.0","5.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
"56","9.9999","0.0","-1.0","5.0","""pellet""","","9.9999","{breed pellets}","false","1.0","1.0","""up""","0.0",,"false",,
